case_id,Gerichtstyp,Dieselmotor_Typ,Art_Abschalteinrichtung,KBA_Rueckruf,Fahrzeugstatus,Fahrzeugmodell_Baureihe,Update_Status,Kilometerstand_Kauf,Kilometerstand_Klageerhebung,Erwartete_Gesamtlaufleistung,Kaufdatum,Uebergabedatum,Datum_Klageerhebung,Beklagten_Typ,Datum_Urteil,Kaufpreis,Nacherfuellungsverlangen_Fristsetzung,Klageziel,Rechtsgrundlage,LABEL_Anspruch_Schadensersatz,LABEL_Schadensersatzhoehe_Betrag,LABEL_Schadensersatzhoehe_Range,Nachweis_Aufklaerung
2329914,Landgericht,OM 642 Euro 5,"Thermofenster, Abgasrückführungssystem (AGR-System), Kühlmittel-Sollwert-Temperaturregelung",False,Gebrauchtwagen,Mercedes-Benz E 350 CDI BE Coupé,False,60935.0,,,2017-06-27,2017-07-11,2019-06-19,"Händler, Hersteller",,21889.0,Nein,"Rückabwicklung, Schadensersatz","§ 812 Abs. 1 BGB, § 123 BGB, § 134 BGB, §§ 437 Nr. 2, 323 Abs. 1, 346 BGB, § 826 BGB i.V.m. § 31 BGB analog",False,,Abgewiesen,
2331390,,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Sharan 2.0 TDI,,20647.0,74854.0,,2016-06-29,,,Hersteller,,25569.0,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB",False,,Abgewiesen,
2331449,Landgericht,XXX,Umschaltlogik,True,Gebrauchtwagen,XXX,True,24100.0,,,2016-11-05,,,Hersteller,,15750.0,Entbehrlich,Rückabwicklung,§ 823 Abs. 2 BGB i. V. m. § 263 StGB,False,,Abgewiesen,
2331914,,XXX,,,Gebrauchtwagen,XXX,True,117866.0,166550.0,,2015-12-28,,,Hersteller,,17430.0,Ja,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB iVm § 263 StGB",True,0.0,Abgewiesen,Ja
2331961,,EA189,Umschaltlogik,False,Gebrauchtwagen,VW T5,False,,,,2014-04-15,,,Hersteller,,25964.14,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB",False,,Abgewiesen,
2332000,,EA 189,Abschaltvoreinrichtung,True,Gebrauchtwagen,VW Golf V 2.0 TDI GT,,10300.0,,,2012-12-28,,2020-08-03,Hersteller,,29490.0,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2332406,Landgericht,,Umschaltlogik,True,Gebrauchtwagen,"Audi A7 Sportback 3,0 TDI quattro",,12360.0,,,2017-12-11,,,Hersteller,,44105.04,Ja,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2332788,,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Passat Variant 2.0 TDI,True,82908.0,,,2011-08-04,,,Hersteller,,14649.99,Entbehrlich,Rückabwicklung,§ 826 BGB,True,11928.52,10000-15000,
2332851,,V6 EU6,,True,Gebrauchtwagen,Q D Diesel V6 EU6,True,25361.0,70000.0,,2016-11-02,,,Hersteller,,55504.2,Ja,Rückabwicklung,"§§ 826, 31 BGB",False,,Abgewiesen,
2332861,Landgericht,EA 189 EU 5,Umschaltlogik,True,Neuwagen,"A X 1,6",True,5.0,,300000.0,2012-09-13,,2019-01-29,Hersteller,,19900.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,19900.0,15000-20000,Nein
2333167,,EA 189,Prüfstandserkennung (Modus 1 / Modus 0),True,Gebrauchtwagen,VW Touran,,,,,2016-03-31,,2018-12-10,Hersteller,,19000.0,,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB, § 823 Abs. 2 BGB i.V.m. §§ 6 Abs. 1, 27 Abs. 1 EG-FGV",False,,Abgewiesen,Ja
2333785,,V6 3.0 l,"['Aufwärmstrategie', 'Thermofenster']",True,Neuwagen,Porsche Macan Diesel V6 3.0 l,False,,,,2014-10-28,2014-11-05,,Händler,,75087.99,Nein,Rückabwicklung,"['§ 123 BGB', '§ 437 BGB', '§ 323 BGB']",False,,Abgewiesen,
2333802,Landgericht,"V6 TDI 3,0 I",Manipulationssoftware,,Neuwagen,Porsche Macan S Diesel,,0.0,,,2014-08-19,2014-12-18,2019-02-26,Händler,,,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2333856,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,,,,,,2015-12-14,,,Hersteller,,28500.0,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2334358,Landgericht,Motor ...,Umschaltlogik,True,Gebrauchtwagen,Marke [...] Modell [...],False,8969.0,149090.0,,2014-06-13,,,Hersteller,,25686.58,Entbehrlich,Rückabwicklung,§ 826 BGB,True,11289.66,10000-15000,
2334643,,EA189,Umschaltlogik,True,Neuwagen,Seat Altea 2.0l TDI,True,,,,2012-01-16,,2017-11-06,Hersteller,,22620.0,Entbehrlich,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2334855,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,VW Caddy 1.6 TDI,True,0.0,147601.0,250000.0,2011-03-04,2011-03-04,2020-12-16,Hersteller,,22280.0,Entbehrlich,Rückabwicklung,§ 852 BGB,True,9125.8,5000-10000,
2335038,,$$...#,Umschaltlogik,True,Gebrauchtwagen,"D 1,6 $$$",True,8798.0,111662.0,300000.0,2013-07-31,,,Hersteller,,21800.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,14147.97,10000-15000,
2335221,,EA189,Umschaltlogik,,Neuwagen,Audi SQ5,,,,,2015-04-24,,,,,81815.0,,Schadensersatz,"Art. 46 RL 2007/46/EG, Art. 288 Abs. 3 AEUV",False,,Abgewiesen,
2335222,,EA189,Umschaltlogik,False,,"Audi A4 2,0 TDI",,,,,,,,,,36588.0,,Schadensersatz,unionsrechtliche Staatshaftung,False,,Abgewiesen,
2335369,Landgericht,3.0 Liter V6 TDI EU6,"Thermofenster, Aufwärmstrategie, SCR Katalysator/AdBlue Dosierung",True,Neuwagen,"Porsche Macan S Diesel V6 TDI EU6 3,0 l",False,,,,2014-08-27,2015-03-13,2019-03-20,Händler,,,Entbehrlich,Rückabwicklung,"§ 123 BGB, § 438 BGB, § 823 Abs. 2 BGB, § 826 BGB",False,,Abgewiesen,
2335532,Landgericht,EA189,Umschaltlogik (Prüfstanderkennung),True,Neuwagen,Audi A4 2.0 TDI Avant,True,,,400000.0,2010-12-23,,2020-11-25,Hersteller,,36042.09,Entbehrlich,Rückabwicklung,"§§ 826, 31 BGB",True,22710.48,20000-25000,
2335637,Landgericht,EA 288,unzulässige Abschalteinrichtung mit Prüfstanderkennung,False,Neuwagen,Seat Leon 2.0 TDI,,,,300000.0,2015-04-01,,,Hersteller,,29990.0,Nein,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2335638,Landgericht,EA 288,,False,Neuwagen,Audi A4 2.0 TDI,,,,,2015-07-27,2015-07-27,,Hersteller,,36712.87,,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB",False,,Abgewiesen,
2336225,Landgericht,XY ...# EU5,Umschaltlogik,True,Gebrauchtwagen,H B #.# $$$,True,23078.0,84337.0,,2012-05-26,,,Hersteller,,25640.0,Ja,Rückabwicklung,§ 826 BGB,True,25640.0,> 25000,
2336676,Landgericht,V6 TDI EU5,illegale Abschalteinrichtung; Thermofenster,False,Neuwagen,O. E. Diesel V6 TDI EU5,,,,,2012-04-26,2012-05-05,2019-04-05,Händler; Hersteller,,80944.99,Nein,Rückabwicklung; Schadensersatz,"§§ 434, 437, 323 BGB; §§ 826, 823 Abs. 2 BGB iVm § 263 StGB",False,,Abgewiesen,
2336681,,EA 189,Umschaltlogik,True,Neuwagen,B A4 allroad quattro 2.0 TDI,True,,,,2012-08-10,,,Hersteller,,45045.45,Entbehrlich,Rückabwicklung,§ 826 BGB,True,18862.51,15000-20000,
2336689,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Golf VI 1.6 TDI,True,53900.0,,,2014-03-01,,2020-11-10,Hersteller,,12000.0,Ja,Rückabwicklung,§ 826 BGB,True,10203.51,10000-15000,
2336886,Landgericht,EA 288,Prüfzykluserkennung / Akustikfunktion,False,Gebrauchtwagen,Audi A4 Limousine,,10.0,,,2016-05-02,,2020-10-28,Hersteller,,34444.0,Ja,Rückabwicklung,"§§ 826, 31 BGB",True,26484.42,> 25000,
2336895,,EA 189 EU 5,Software zur Abgassteuerung,True,Gebrauchtwagen,"VW Passat Variant 2, 125 Kw",True,43031.0,71000.0,350000.0,2016-03-23,,,Hersteller,,16760.0,Nein,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2337675,,,,,,,,,,,,,,,,,,Schadensersatz,"Versicherungsvertrag, § 307 Abs. 1 Satz 2 BGB",True,30000.0,> 25000,
2338427,Landgericht,EA 288 Euro 6,Zykluserkennung/Prüfstanderkennung,False,Gebrauchtwagen,Seat Alhambra 2.0 TDI,,24942.0,130807.0,,2017-03-20,,2019-12-07,Hersteller,,28040.0,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2338713,,EA 189,Umschaltlogik,True,Gebrauchtwagen,Skoda Superb Combi Ambition 2.0 TDI CR DPF 125,True,18600.0,41970.0,,2016-09-03,,,Hersteller,,25850.0,Entbehrlich,Rückabwicklung,"§ 823 Abs. 2 BGB, § 826 BGB",False,,Abgewiesen,Ja
2338728,Landgericht,"3,0 TDI",Softwaremanipulation,False,Gebrauchtwagen,Audi Q Diesel 176 kW,,98000.0,,,,,,Hersteller,,39999.0,,Schadensersatz,,False,,Abgewiesen,
2339002,Landgericht,,,,,,,,,,,,,Hersteller,,,,Rückabwicklung,§ 826 BGB,False,,Sonstige,
2339167,Landgericht,,,,Gebrauchtwagen,Porsche Macan S Diesel,,5000.0,76717.0,,2015-12-31,,2020-01-15,Hersteller,,,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2339195,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Golf VI 1.6 TDI Variant,True,35884.0,,,2013-09-20,,2018-04-26,Hersteller,,13990.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,10582.34,10000-15000,
2339320,,"3,0 l V6 Diesel",,True,Neuwagen,"Porsche Cayenne 3,0 l V6 Diesel",False,,,,,,,Hersteller,,,Entbehrlich,"Rückabwicklung, Schadensersatz","§ 443 BGB, §§ 311, 241 Abs. 2 BGB",False,,Abgewiesen,
2339327,Landgericht,,,True,Neuwagen,"Porsche Cayenne 3,0 Liter/6 Zylinder - Diesel",True,,,,2016-08-05,,,Hersteller,,,Nein,Rückabwicklung,§ 434 BGB,False,,Abgewiesen,
2339333,Landgericht,"V6-TDI, 3.0 l (EU6)",unzulässige Abschalteinrichtung,True,Neuwagen,Porsche Macan S Diesel,True,,,,2016-04-14,2016-06-09,2019-01-09,Hersteller,,72500.0,Nein,Rückabwicklung,§ 123 BGB,False,,Abgewiesen,
2339495,,3.0 l TDI,Aufheizstrategie (Strategie A),True,Gebrauchtwagen,VW Touareg 3.0 TDI,,74500.0,,,2017-11-30,2017-11-30,2020-08-18,Hersteller,,42900.0,Ja,Rückabwicklung,§ 826 BGB,True,36677.49,> 25000,Nein
2339670,Landgericht,"1,6 Liter TDI",Umschaltlogik,,Gebrauchtwagen,"W H 1,6 TDI",,150000.0,184864.0,,2013-06-18,,2019-12-11,Hersteller,,3420.0,Ja,Rückabwicklung,§ 826 BGB,True,2625.1,< 5000,
2339694,,3.0L-Aggregat,"Thermofenster, Umschaltlogik",True,Gebrauchtwagen,B ... 3.0 TDI Quattro,,44385.0,89871.0,300000.0,2017-11-09,,2019-10-01,Hersteller,,35460.0,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 31 BGB",True,8566.49,5000-10000,
2340133,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW-Sharan,True,,,,2012-07-04,,,Hersteller,,31450.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,4921.17,< 5000,
2340442,,EA 189,Umschaltlogik,True,Neuwagen,VW Tiguan,True,,,,2014-07-03,,,Hersteller,,21800.0,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2340443,,,Umschaltlogik,True,Gebrauchtwagen,,True,16200.0,,,,,,Hersteller,,36900.0,,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2340487,,EA897,Umschaltlogik (Prüfstandserkennung),True,Gebrauchtwagen,Audi A6 Allroad 3.0 TDI,False,67415.0,,300000.0,2019-03-29,,,Hersteller,,32000.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,26795.45,> 25000,
2340554,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,VW Touran 1.6 TDI,False,,,,2014-10-29,2015-01-24,,Händler,,25827.72,Ja,Schadensersatz,"§§ 437 Nr. 1, 439 Abs. 1 Alt. 2, 434 BGB",False,,Abgewiesen,
2340766,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,Audi A5,True,0.0,157010.0,250000.0,2012-04-17,,2020-08-04,Hersteller,2021-01-19,37660.0,Entbehrlich,Rückabwicklung,§ 852 BGB,True,14008.01,10000-15000,
2340792,Landgericht,OM 651,Abschalteinrichtung,,Gebrauchtwagen,Mercedes Benz C 250 Blue,,24186.0,62790.0,,2018-09-19,,,Hersteller,2020-06-25,26802.0,,Rückabwicklung,"§ 325 Abs. 5 Satz 2 BGB, § 281 Abs. 1 Satz 3 BGB, § 323 Abs. 5 Satz 2 BGB, § 826 BGB, § 823 Abs. 2 BGB i.V. m. § 263 StGB",False,,Abgewiesen,
2341030,,3.0 TDI,"Thermofenster, Prüfstandserkennungssoftware, Lenkwinkelerkennung, Höhenmesser, Zeitschaltung",False,Gebrauchtwagen,"Audi A6 Avant 3,0 TDI",,124228.0,,,2018-11-22,,,Hersteller,,23500.0,,"Rückabwicklung, Schadensersatz","§ 280 Abs. 1 BGB, §§ 826, 31 BGB",False,,Abgewiesen,
2341078,,Euro 5,Thermofenster,False,Gebrauchtwagen,Porsche 970830 Panamera Diesel Platinum Edition,True,10900.0,,,2010-04-21,,,Hersteller,,,,Schadensersatz,"§§ 823 Abs. 2, 31 BGB i.V.m. § 263 StGB und/oder aus §§ 826, 31 BGB",False,,Abgewiesen,
2341588,,P,"Prüfstanderkennung, Thermofenster",False,Neuwagen,N,True,,17200.0,,2018-04-23,,2018-11-21,Hersteller,,58147.99,Nein,Rückabwicklung,"§ 346 Abs. 1 BGB, § 433 BGB, § 434 BGB, § 437 Nr. 2 BGB, § 323 BGB, § 826 Abs. 1 BGB, § 823 Abs. 2 BGB, § 263 StGB, § 27 EG-FGV, Art. 5 Abs. 2 lit. a VO (EG) Nr. 715/2007",False,,Abgewiesen,
2341615,Landgericht,EA 288,Umschaltlogik,False,Neuwagen,W 1.6 TDI,,0.0,,,2015-01-27,,,Hersteller,,23097.55,Ja,Rückabwicklung,"§§ 826, 31 BGB",True,12306.68,10000-15000,
2341660,,EA 288,Fahrkurvenerkennung,False,Neuwagen,VW Beetle,True,0.0,52042.0,,2015-07-21,,,Hersteller,,25600.0,Ja,Rückabwicklung,"§§ 826, 31, 249 ff. BGB",True,20270.9,20000-25000,
2341835,Landgericht,,Umschaltlogik,True,Neuwagen,,,0.0,65466.0,,2012-08-07,,,Hersteller,,47750.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,35246.0,> 25000,
2342402,,XY...# EU5,Umschaltlogik,True,Gebrauchtwagen,U V Diesel,True,21000.0,,,2017-04-10,2019-04-25,,Hersteller,,23440.0,,Schadensersatz,"§ 826 BGB, § 823 Abs. 2 BGB, § 280 BGB, § 443 BGB",False,,Abgewiesen,True
2342481,,EA...# Gen2,Thermofenster,False,Gebrauchtwagen,B X# 3.0 TDI,,88441.0,,,2014-11-05,,2019-05-07,Hersteller,,32075.55,Entbehrlich,Rückabwicklung,§ 826 BGB,True,32075.55,> 25000,
2342517,,EU6,,False,Gebrauchtwagen,"Volkswagen Golf Sportvan, 1.6.I TDI",,,,,2016-10-19,,,Hersteller,,18990.0,Ja,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2342600,,"3.0 l Dieselmotor V 6, EU 5",Thermofenster,False,Neuwagen,VW Touareg 3.0 TDI,,,202684.0,300000.0,2012-01-12,2012-01-20,,Händler,2019-10-28,72709.0,Nein,Rückabwicklung,"§ 437 BGB, § 123 BGB, § 826 BGB",False,,Abgewiesen,
2342613,,EA 189,Umschaltlogik,True,Gebrauchtwagen,,True,,,,,,,Händler,,,Entbehrlich,Rückabwicklung,"§ 812 BGB, § 123 BGB, § 346 BGB, § 437 BGB",False,,Abgewiesen,
2342848,,3.0 TDI,"['Thermofenster', 'Prüfstandserkennungssoftware']",False,Gebrauchtwagen,"Audi A6 Avant 3,0 TDI",,124228.0,,,2018-11-22,,,Hersteller,,23500.0,,Rückabwicklung,"['§ 826 BGB', '§ 31 BGB']",False,,Abgewiesen,
2343251,Landgericht,EA288,Zykluserkennung,,Neuwagen,Audi Q5 2.0 TDI Quattro,,0.0,39900.0,300000.0,2015-03-03,,2020-09-28,Hersteller,,53520.0,Ja,Rückabwicklung,§ 826 BGB,True,43734.91,> 25000,False
2343380,,EA 189,Manipulationssoftware,True,Neuwagen,VW Tiguan,,,,,,,,Hersteller,,31039.45,Entbehrlich,Rückabwicklung,§ 826 BGB,True,19728.8,15000-20000,
2343428,,EA 896,thermisches Fenster,False,Gebrauchtwagen,Porsche Panamera Diesel V6 3.0l Euro 5,,,,,2017-08-19,,2019-02-25,Hersteller,,58250.0,,Schadensersatz,"§§ 280, 311, 823, 826 BGB, § 263 StGB, § 27 EG-FGV",False,0.0,Abgewiesen,
2343715,,OM 651,Thermofenster,,Gebrauchtwagen,Mercedes-Benz GLK 200 CDI,,,,,,,,Hersteller,,,,Rückabwicklung,§ 823 Abs. 2 BGB,False,,Sonstige,
2343737,Landgericht,3.0 TDI V6 Euro 6,"Umschaltlogik, Thermofenster",True,Gebrauchtwagen,Porsche Macan 3.0 TDI Euro 6,True,102690.0,,,2018-01-13,,,Hersteller,2021-04-06,,Entbehrlich,Schadensersatz,"§§ 826 BGB, 823 Abs. 2 BGB i.V.m. §§ 6 Abs. 1, 27 Abs. 1 EG-FGV, § 263 StGB",False,,Abgewiesen,
2343766,Landgericht,EA 189,,True,Gebrauchtwagen,VW Passat,True,,,500000.0,2015-06-08,,,Hersteller,,23600.0,,Rückabwicklung,"§§ 823, 31 BGB i.V.m. § 263 StGB, §§ 826, 31 BGB, § 831 BGB",False,,Abgewiesen,
2343999,,,,,,,,,,,,,,,,,,,,,,,
2344528,,V 6 3.0 L TDI,,True,Neuwagen,Porsche Cayenne 3.0 Diesel,,,,,2017-03-21,,,Hersteller,,,Entbehrlich,Schadensersatz,"§ 826 BGB, § 31 BGB, § 823 Abs. 2 BGB, § 263 StGB",False,,Abgewiesen,
2344529,,"V6 TDI EU6, 3,0 l",Bedatung des Warmlaufmodus des SCR-Katalysators,True,Neuwagen,Porsche Macan S Diesel V6 EU6,True,,,,2017-07-08,,,Hersteller,,,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 823 BGB, § 311 BGB",False,,Abgewiesen,
2344531,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Golf 1.6,False,4240.0,54000.0,250000.0,2013-04-09,,2021-02-01,Hersteller,,21374.99,Entbehrlich,Rückabwicklung,§ 826 BGB,True,9845.26,5000-10000,
2344564,Landgericht,,Umschaltlogik,True,Gebrauchtwagen,,True,10844.0,,,2016-02-03,,,Hersteller,,32290.0,Nein,Rückabwicklung,"§ 280 Abs. 1 BGB, § 241 Abs. 2 BGB, § 311 Abs. 3 BGB, § 823 Abs. 2 BGB i.V.m. § 263 StGB, § 6 Abs. 1 EG-FGV, § 27 Abs. 1 EG-FGV, § 826 BGB, § 831 BGB",False,,Abgewiesen,
2344643,,3.0 Liter Diesel Euro 6,Thermofenster,True,Gebrauchtwagen,Audi A6 Avant 3.0 TDi,,19830.0,,,2016-04-05,,,Hersteller,,51500.0,,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB",False,,Abgewiesen,
2344800,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Tiguan,True,52885.0,113904.0,,,,,Hersteller,,19200.0,Entbehrlich,Rückabwicklung,"§ 826 BGB, § 823 Abs. 2 BGB i.V.m. § 263 Abs. 1 StGB",False,,Abgewiesen,
2345120,Landgericht,EA189,Umschaltlogik,True,Gebrauchtwagen,VW Golf VI 1.6 l TDI,True,14983.0,133968.0,,2011-12-09,,,Hersteller,,18399.99,Entbehrlich,Rückabwicklung,"§ 823 Abs. 2 BGB i.V.m. § 263 StGB, § 826 BGB",False,,Abgewiesen,
2345171,Landgericht,EA 189,Umschaltlogik,True,Neuwagen,VW Touran 2.0 TDI,True,,,300000.0,2014-05-19,,2020-09-09,Hersteller,,32002.77,Entbehrlich,Schadensersatz,§ 826 BGB,True,6069.73,5000-10000,
2345270,,,,,Gebrauchtwagen,VW Golf TDI,True,,,,2014-03-07,,,,,11976.0,,Schadensersatz,Richtlinie 2007/46/EG,False,,Abgewiesen,
2345457,,EA 189,unzulässige Abschalteinrichtung,,Gebrauchtwagen,PKW B,,142076.0,221200.0,,2015-06-27,,,Hersteller,,21500.0,Ja,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2346690,,3.0 TDI,,True,Gebrauchtwagen,Porsche Macan S 3.0 D,True,67321.0,,350000.0,2017-12-18,,2020-02-15,Hersteller,,46000.0,Ja,Rückabwicklung,"§§ 826, 31 BGB",True,29698.97,> 25000,
2347053,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,Audi Q 5 Quattro,,21850.0,55625.0,,2014-04-02,,2020-11-30,Hersteller,,33000.0,Entbehrlich,Schadensersatz,"§§ 826, 31 BGB",False,,Abgewiesen,
2347573,Landgericht,EA 189,Umschaltlogik,True,Gebrauchtwagen,Typ B,True,33803.0,,,2013-02-13,,,Hersteller,,15100.0,Entbehrlich,Schadensersatz,§ 826 BGB,False,0.0,Abgewiesen,
2347928,,OM 651,Thermofenster,True,Neuwagen,Mercedes Benz GLE 350d,True,0.0,52457.0,,2016-06-27,2016-12-09,,Hersteller,,80464.3,Entbehrlich,Rückabwicklung,§ 826 BGB,True,63724.45,> 25000,False
2348156,Landgericht,,"Thermofenster, Schnelle Motoraufwärmfunktion, SCR-Katalysator unzulässige Einschränkung, Lenkwinkelerkennung, OBD-System Manipulation",True,Gebrauchtwagen,,True,33500.0,,,2017-01-01,,,Hersteller,,42500.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,33192.9,> 25000,
2348610,Landgericht,OM 651,Thermofenster,,,Mercedes-Benz C 250 CDI,,,,,2017-05-30,,,Hersteller,,,,Schadensersatz,§ 823 BGB,False,,Sonstige,
2348658,,,,True,Gebrauchtwagen,Porsche Cayenne 3.0,,,141643.0,,,,2019-09-13,Hersteller,,,Nein,Schadensersatz,§ 826 BGB,False,0.0,Abgewiesen,False
2348800,Landgericht,EA 189,Software zur Erkennung von Prüfsituationen,True,Gebrauchtwagen,VW Tiguan Sport & Style,True,,,,2016-04-04,,,Händler und Hersteller,,31750.0,Nein,"Minderung, Schadensersatz","§ 433 BGB, § 437 Nr. 2 BGB, § 441 BGB, § 323 BGB",False,,Abgewiesen,True
2348938,Landgericht,F 000,Umschaltlogik,True,Neuwagen,"B RX 2,0 TDI Quattro",True,,,,2012-05-09,,2018-12-27,Hersteller,,46700.0,Nein,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2349138,,EA 189,Umschaltlogik,True,Neuwagen,Audi A4 Avant 2.0 TDI Multitronic S-line,,350.0,102124.0,,2014-08-29,,,Hersteller,,33000.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,11767.11,10000-15000,
2349494,Landgericht,EA189,Umschaltlogik,,Gebrauchtwagen,,True,14000.0,99000.0,,2009-03-18,,2019-06-04,Hersteller,,34500.0,Ja,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2349520,,EA 288,Fahrkurvenerkennung,False,Gebrauchtwagen,Skoda Octavia 2.0 TDI,,21000.0,165718.0,500000.0,2015-01-07,,2021-04-07,Hersteller,,24000.0,,Rückabwicklung,"§ 826 BGB, § 249 BGB",True,16631.27,15000-20000,
2349541,,EA 897evo,Aufheizstrategie (Strategie A),True,Gebrauchtwagen,Audi A6 Avant 3.0 TDI,True,64462.0,,300000.0,2018-08-13,,2020-06-30,Hersteller,,39990.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,35047.32,> 25000,
2349655,,EA 189,Umschaltlogik,True,Gebrauchtwagen,Seat,,23500.0,210086.0,250000.0,,,,Hersteller,,14990.0,Entbehrlich,Rückabwicklung,"§§ 826, 31 BGB",True,2641.55,< 5000,
2349811,,EA897 EVO,Thermofenster,True,Neuwagen,Porsche Macan S Diesel V6 TDI,,,69357.0,,2014-10-01,,,Hersteller,2019-11-28,88334.8,Entbehrlich,Rückabwicklung,§ 826 BGB,False,,Abgewiesen,
2350231,Landgericht,3.0 TDI,"['Umschaltlogik', 'Thermofenster', 'SCR-Katalysator-Steuerung (AdBlue)', 'Schadstoffmindernde Aufwärmstrategie']",True,Gebrauchtwagen,VW Touareg 3.0 TDI,True,26500.0,,400000.0,2017-02-16,,,Hersteller,,45000.0,Ja,Rückabwicklung,§ 826 BGB,True,34358.61,> 25000,
2350808,,EA 189,Umschaltlogik,True,Gebrauchtwagen,Audi Q3,True,96000.0,154447.0,,2017-03-07,,,Hersteller,,24900.0,Entbehrlich,Schadensersatz,§ 826 BGB,False,,Abgewiesen,
2351366,Landgericht,EA 189,unzulässige Abschalteinrichtung,True,Neuwagen,Seat Altea Freetrack 2.0 TDI 4x4,True,4.0,205000.0,300000.0,2011-06-14,,,Hersteller,,27915.0,Entbehrlich,Rückabwicklung,"§§ 826, 31 BGB",True,6194.84,5000-10000,
2351494,,EA 189,Umschaltlogik,True,Gebrauchtwagen,VW Sharan II 2.0 TDI,True,16900.0,,,2012-07-11,,,Hersteller,,40000.01,Entbehrlich,Rückabwicklung,§ 826 BGB,True,20589.9,20000-25000,
2351521,,B,Umschaltlogik,True,Neuwagen,W,True,,57998.0,,2011-01-18,,2020-09-16,Hersteller,,30955.01,Entbehrlich,Rückabwicklung,§ 826 BGB,True,24654.69,20000-25000,
2351570,,,Thermofenster,False,Gebrauchtwagen,,True,26024.0,,,2013-07-30,2013-08-08,,Hersteller,,37000.0,,Rückabwicklung,"§§ 437 ff. BGB, § 826 BGB",False,,Abgewiesen,
2351571,Landgericht,EA 897,,True,Gebrauchtwagen,,True,,,,2017-09-14,,,Hersteller,,59500.0,Nein,Rückabwicklung,§ 826 BGB,False,0.0,Abgewiesen,
2351885,,EA 189,,True,Gebrauchtwagen,Audi Q5 2.0 TDI Quattro,True,10000.0,148870.0,250000.0,2011-07-04,2011-07-04,2021-05-18,Hersteller,,42750.0,Entbehrlich,Rückabwicklung,§ 826 BGB,True,18013.78,15000-20000,
2351900,Landgericht,EA288,Fahrkurvenerkennung,False,Gebrauchtwagen,VW Golf VII GTD 2.0 TDI,,54134.0,,,2016-10-22,2016-10-22,,Hersteller,,19900.0,,Schadensersatz,"§ 826 BGB, § 31 BGB",True,4805.68,< 5000,
2352144,,EA 189,Umschaltlogik,True,Neuwagen,VW Touran,False,,,,2014-12-23,,,Hersteller,,33831.22,Entbehrlich,Schadensersatz,§ 826 BGB,True,1691.56,< 5000,
2352329,,,Umschaltlogik,True,Neuwagen,J H,False,,,,2009-04-29,2009-09-09,,Händler,,17181.03,Ja,Rückabwicklung,"§ 437 BGB, § 439 BGB",False,,Abgewiesen,
